recorder_time	SPEED	TORQUE_20HZ	UI_VALUE_SET_CURRENT	Ierms	Irms_1	Irms_2	Irms_3	Urms_12	Urms_31	Urms_23	Pfact_D	Pin	PM	UI_VALUE_DCURRENT	UI_VALUE_QCURRENT	UI_VALUE_DVOLTAGE	UI_VALUE_QVOLTAGE	UI_VALUE_ANG_LOAD	UI_LINK_VOLTAGE	UI_VALUE_SET_ANGLE	UI_MAX_MOTOR_VOLTAGE	Ubat_m	Ibat_m	PFact_1	PFact_2	PFact_3	Pow1	Pow2	Pow3	Phi_ui1	Phi_ui2	Phi_ui3	Ufrms_1	Ufrms_2	Ufrms_3	UI_IGBT_Temp	Real_Time	UI_VALUE_SPEED	UI_VALUE_PLS_FRQ	
ms	rpm	Nm	A	A	A	A	A	V	V	V	-	kW	kW	A	A	V	V	?V	?V	V	-	-	-	-	kW	kW	kW	-	-	-	V	V	V	蚓	-	rpm	Hz	
15308	-997	-470.79330	625.00	603.71	602.64	606.46	602.01	77.39	77.13	77.78	0.7302	59.1249	49.1333	-506.93	721.55	-78.80	41.52	62.00	369.95	125.00	350.00	370.20	180.66	-0.7326	-0.7255	-0.7316	-19.66	-19.75	-19.71	-137.96	-136.23	-137.01	44.47	44.86	44.69	29.25	135605	995.00	6000.00	
15408	-997	-471.08090	625.00	603.86	602.56	606.80	602.20	77.41	77.12	77.82	0.7301	59.1401	49.1750	-507.03	720.36	-78.85	41.71	61.89	370.10	125.00	350.00	370.22	180.74	-0.7331	-0.7251	-0.7312	-19.67	-19.76	-19.71	-137.98	-136.15	-137.02	44.47	44.88	44.70	29.34	135605	995.00	6000.00	
15508	-997	-471.11120	625.00	604.08	603.11	606.67	602.45	77.46	77.18	77.79	0.7303	59.1975	49.1532	-507.03	720.99	-78.88	41.65	61.15	369.97	125.00	350.00	370.15	181.06	-0.7325	-0.7256	-0.7319	-19.69	-19.77	-19.73	-137.91	-136.30	-137.05	44.51	44.88	44.70	29.59	135605	995.00	6000.00	
15608	-997	-471.28750	625.00	604.38	603.36	607.09	602.67	77.48	77.17	77.80	0.7298	59.1975	49.1881	-508.07	722.30	-78.79	41.52	60.99	369.85	125.00	350.00	370.25	181.18	-0.7325	-0.7249	-0.7313	-19.70	-19.77	-19.72	-138.00	-136.21	-137.01	44.52	44.89	44.70	29.75	135605	995.00	6000.00	
15708	-997	-471.45250	625.00	604.41	603.68	606.95	602.60	77.53	77.19	77.80	0.7302	59.2501	49.2197	-507.53	720.44	-78.86	41.78	61.00	369.35	125.00	350.00	370.24	181.69	-0.7322	-0.7252	-0.7323	-19.72	-19.79	-19.75	-137.95	-136.23	-137.11	44.54	44.91	44.70	29.66	135605	995.00	6000.00	
15808	-997	-471.61660	625.00	604.48	603.67	607.17	602.60	77.60	77.26	77.91	0.7297	59.2762	49.2229	-507.31	722.23	-78.93	41.61	61.35	369.88	125.00	350.00	370.28	181.59	-0.7318	-0.7248	-0.7316	-19.72	-19.80	-19.75	-137.94	-136.21	-136.99	44.58	44.96	44.75	29.41	135605	994.91	6000.00	
15908	-997	-471.69100	625.00	605.36	604.49	608.20	603.38	77.62	77.24	77.96	0.7298	59.3837	49.2441	-508.08	722.44	-78.85	41.59	61.90	369.54	125.00	350.00	370.26	182.11	-0.7321	-0.7246	-0.7318	-19.75	-19.85	-19.79	-138.02	-136.19	-136.92	44.56	44.99	44.76	29.25	135606	994.66	6000.00	
16008	-997	-471.73020	625.00	604.87	603.80	607.17	603.62	77.55	77.33	77.94	0.7295	59.3156	49.2485	-507.60	721.68	-78.93	41.69	62.00	369.48	125.00	350.00	370.27	182.15	-0.7322	-0.7250	-0.7306	-19.73	-19.80	-19.78	-137.95	-136.09	-136.94	44.58	44.94	44.80	29.34	135606	994.05	6000.00	
16108	-997	-471.73670	625.00	604.35	603.56	606.78	602.70	77.62	77.31	77.93	0.7300	59.3162	49.2372	-507.25	722.84	-79.02	41.57	62.00	370.44	125.00	350.00	370.29	181.12	-0.7320	-0.7253	-0.7320	-19.73	-19.81	-19.78	-137.93	-136.22	-137.09	44.60	44.97	44.78	29.59	135606	994.00	6000.00	
16208	-997	-471.88120	625.00	604.99	603.71	607.51	603.74	77.59	77.35	78.00	0.7292	59.3262	49.2726	-508.79	722.99	-78.92	41.58	62.00	369.34	125.00	350.00	370.27	181.80	-0.7323	-0.7242	-0.7301	-19.74	-19.81	-19.78	-138.00	-136.01	-136.88	44.59	44.98	44.82	29.75	135606	994.55	6000.00	
